FIPS,Admin2,Province_State,Lat,Long_,Combined_Key,vaccine_doses_administered_in_state,white_pop,black_pop,asian_pop,hisp_pop,Population,pop per sq mi,democrat_votes,republican_votes,democrat_percent,republican_percent,confirmed_cases,Country_Region
32510,Carson City,Nevada,39.15509045,-119.7480219,"Carson City, Nevada, US",1348526,49575,1922,1418,13889,55916,382.1,12735,16113,42.82255623928175,54.181377988499946,6187,US
32001,Churchill,Nevada,39.58105744,-118.3394607,"Churchill, Nevada, US",1348526,20939,756,634,3606,24909,5.0,3048,9367,23.662759102554148,72.71950935486376,1962,US
32003,Clark,Nevada,36.21458855,-115.0130241,"Clark, Nevada, US",1348526,1576007,288514,211714,717278,2266715,247.3,521777,430809,53.66375675197571,44.30787363674885,234803,US
32005,Douglas,Nevada,38.912862,-119.6171333,"Douglas, Nevada, US",1348526,44792,504,754,6447,48905,66.2,11570,21623,33.91271213764399,63.37896063546032,2680,US
32007,Elko,Nevada,41.14531606,-115.3577619,"Elko, Nevada, US",1348526,46500,908,582,13018,52778,2.8,4555,16734,20.74509268114952,76.21259734936466,4662,US
32009,Esmeralda,Nevada,37.78436681,-117.6319999,"Esmeralda, Nevada, US",1348526,741,44,10,168,873,0.2,72,395,15.0,82.29166666666666,38,US
32011,Eureka,Nevada,39.98100864,-116.2683204,"Eureka, Nevada, US",1348526,1863,32,20,268,2029,0.5,104,887,10.317460317460316,87.99603174603175,50,US
32013,Humboldt,Nevada,41.40692186,-118.1109427,"Humboldt, Nevada, US",1348526,15104,246,150,4636,16831,1.7,1689,5877,21.734654484622315,75.62733238965384,1092,US
32015,Lander,Nevada,39.9332233,-117.0397075,"Lander, Nevada, US",1348526,4929,60,38,1281,5532,1.1,496,2198,17.93851717902351,79.49367088607595,444,US
32017,Lincoln,Nevada,37.64268459,-114.8790388,"Lincoln, Nevada, US",1348526,4731,284,34,405,5183,0.5,330,2067,13.49141455437449,84.50531479967293,354,US
32019,Lyon,Nevada,39.01777974,-119.1870479,"Lyon, Nevada, US",1348526,51407,970,758,10397,57510,26.0,8472,20906,28.026067683350423,69.1587548380694,2933,US
32021,Mineral,Nevada,38.53841696,-118.4344506,"Mineral, Nevada, US",1348526,3089,232,138,594,4505,1.3,824,1420,35.41039965620971,61.022776106575,305,US
32023,Nye,Nevada,38.04264256,-116.4722702,"Nye, Nevada, US",1348526,41190,2112,568,7131,46523,2.4,7287,17527,28.71610970996217,69.06919924337957,2858,US
32027,Pershing,Nevada,40.44003782,-118.4005641,"Pershing, Nevada, US",1348526,5760,570,124,1668,6725,1.1,547,1731,23.57758620689655,74.61206896551724,943,US
32029,Storey,Nevada,39.44875482,-119.5250207,"Storey, Nevada, US",1348526,3749,86,74,330,4123,15.3,900,1901,31.38075313807532,66.28312412831241,90,US
32031,Washoe,Nevada,40.66562265,-119.6631594,"Washoe, Nevada, US",1348526,398978,14410,25042,117884,471519,66.9,128052,116653,50.82315959929512,46.298956960739176,44148,US
32033,White Pine,Nevada,39.44157041,-114.899966,"White Pine, Nevada, US",1348526,8198,882,118,1600,9580,1.1,856,3400,19.61952784781114,77.92803117121247,563,US
33001,Belknap,New Hampshire,43.51637314,-71.41684235,"Belknap, New Hampshire, US",662036,59030,538,544,1096,61303,150.1,16894,20899,44.005105363236176,54.43723789429814,3370,US
33003,Carroll,New Hampshire,43.87498583,-71.20430216,"Carroll, New Hampshire, US",662036,47411,336,324,802,48910,51.4,16649,16150,50.115890551157406,48.61382860239005,1970,US
33005,Cheshire,New Hampshire,42.92015988,-72.25311043,"Cheshire, New Hampshire, US",662036,72622,798,1286,1505,76085,109.1,25522,17898,57.71596562641339,40.474898236092265,3145,US
33007,Coos,New Hampshire,44.69063265,-71.30633239,"Coos, New Hampshire, US",662036,30432,420,150,600,31563,18.4,7640,8617,46.2609748713291,52.1768089615501,1508,US
33009,Grafton,New Hampshire,43.93779815,-71.82057197,"Grafton, New Hampshire, US",662036,83155,1148,3304,2279,89886,52.2,33180,19905,61.48315606122373,36.884334581032505,3118,US
33011,Hillsborough,New Hampshire,42.91537785,-71.7200253,"Hillsborough, New Hampshire, US",662036,374914,14562,18478,30369,417025,457.4,122344,104625,52.97630130639427,45.30377888724826,31533,US
33013,Merrimack,New Hampshire,43.29662971,-71.6811573,"Merrimack, New Hampshire, US",662036,142348,2860,3190,3459,151391,156.8,48533,39711,54.042647959467736,44.21914147319191,8277,US
33015,Rockingham,New Hampshire,42.98499744,-71.12883377,"Rockingham, New Hampshire, US",662036,293949,3986,6200,10117,309769,425.0,100064,95858,50.334510407549374,48.21879495769576,20985,US
33017,Strafford,New Hampshire,43.291833,-71.02336013,"Strafford, New Hampshire, US",662036,120815,2356,5020,3622,130633,333.7,41721,30489,56.68922224033916,41.42752323495842,8074,US
33019,Sullivan,New Hampshire,43.36094111,-72.22203125,"Sullivan, New Hampshire, US",662036,41421,468,370,740,43146,81.4,12390,11508,50.82034454470877,47.20262510254307,1453,US
34001,Atlantic,New Jersey,39.47538693,-74.65848483,"Atlantic, New Jersey, US",4381035,187983,42216,20390,51129,263670,494.1,73808,64438,52.70832887003593,46.01695338889246,28344,US
34003,Bergen,New Jersey,40.96010917,-74.07164325,"Bergen, New Jersey, US",4381035,679302,65252,150184,195997,932202,3884.5,285967,204417,57.67219455923074,41.22565539105656,92021,US
34005,Burlington,New Jersey,39.87681124,-74.66927768,"Burlington, New Jersey, US",4381035,324486,80522,23046,38006,445349,561.9,154595,103345,59.11922507715194,39.52052987223563,40095,US
34007,Camden,New Jersey,39.80343818,-74.96388753,"Camden, New Jersey, US",4381035,349537,102414,28932,89046,506471,2321.5,175065,86207,66.15813102760227,32.57815098104423,49000,US
34009,Cape May,New Jersey,39.15008829,-74.80170244,"Cape May, New Jersey, US",4381035,84447,4786,822,7452,92039,386.9,23941,33158,41.48213605017846,57.452264615171366,8290,US
34011,Cumberland,New Jersey,39.37199394,-75.10712559,"Cumberland, New Jersey, US",4381035,107270,36238,2092,47569,149527,324.4,32742,28952,52.464427637482366,46.39148827073452,15383,US
34013,Essex,New Jersey,40.78681335,-74.24657979,"Essex, New Jersey, US",4381035,390517,311132,44712,190013,798975,6211.5,266820,75475,77.26947592170536,21.85710851956642,85661,US
34015,Gloucester,New Jersey,39.71581067,-75.13995546,"Gloucester, New Jersey, US",4381035,242132,31094,8478,19500,291636,895.3,86702,83340,50.21719740058151,48.26995030523475,27041,US
34017,Hudson,New Jersey,40.73766234,-74.07515667,"Hudson, New Jersey, US",4381035,435195,95578,110382,286981,672391,13731.4,181452,65698,72.62437462477487,26.29497698619172,80204,US
34019,Hunterdon,New Jersey,40.56335249,-74.91284156,"Hunterdon, New Jersey, US",4381035,113153,3550,5362,8694,124371,300.0,39457,43153,46.83768191638375,51.22504214049999,8401,US
34021,Mercer,New Jersey,40.28047017,-74.70479631,"Mercer, New Jersey, US",4381035,232427,74562,42928,67824,367430,1632.2,122532,51641,69.38234694570905,29.24112704129012,30999,US
34023,Middlesex,New Jersey,40.43629879,-74.41426991,"Middlesex, New Jersey, US",4381035,495858,95736,206332,182108,825062,2621.6,226250,143467,60.436155379018174,38.32306697795182,83813,US
34025,Monmouth,New Jersey,40.26549699,-74.22240686,"Monmouth, New Jersey, US",4381035,524451,43344,33150,68930,618795,1344.7,181291,191808,47.941430804096775,50.72259494223207,68357,US
34027,Morris,New Jersey,40.86095313,-74.5455371,"Morris, New Jersey, US",4381035,408540,18554,51972,68147,491845,1069.8,153881,141134,51.409852934298186,47.151228442947726,45171,US
34029,Ocean,New Jersey,39.8895449,-74.28089251,"Ocean, New Jersey, US",4381035,563128,21278,10810,57818,607186,917.0,119456,217740,34.97815622108481,63.75689572377282,68765,US
34031,Passaic,New Jersey,41.03238628,-74.29954144,"Passaic, New Jersey, US",4381035,375874,70338,27512,215329,501826,2715.3,129097,92009,57.70807350686389,41.12924494986746,64836,US
34033,Salem,New Jersey,39.58719656,-75.3469663,"Salem, New Jersey, US",4381035,50572,8816,588,6088,62385,199.1,14479,18827,42.68321443311125,55.5008549024232,5252,US
34035,Somerset,New Jersey,40.56465737,-74.61683016,"Somerset, New Jersey, US",4381035,224083,33576,60012,50061,328934,1071.7,111173,71996,59.81577432354634,38.73689194496904,26887,US
34037,Sussex,New Jersey,41.13891592,-74.69118243,"Sussex, New Jersey, US",4381035,131021,4006,2636,12904,140488,287.6,34481,51698,39.20077307867212,58.77444292860391,11689,US
34039,Union,New Jersey,40.65835409,-74.30680092,"Union, New Jersey, US",4381035,374948,123572,30164,182552,556341,5216.1,170245,80002,67.29290765284141,31.62246878347451,64600,US
34041,Warren,New Jersey,40.85951833,-74.99556527,"Warren, New Jersey, US",4381035,93880,6010,2984,10696,105267,304.5,24901,34769,40.96435093029759,57.19808511688355,8512,US
35001,Bernalillo,New Mexico,35.05163625,-106.6703554,"Bernalillo, New Mexico, US",1258002,569893,25792,17740,341627,679121,570.8,193757,116135,61.00853301426368,36.56758714065304,54836,US
35003,Catron,New Mexico,33.91514144,-108.4046587,"Catron, New Mexico, US",1258002,3243,36,6,670,3527,0.5,595,1698,25.58039552880481,73.00085984522786,84,US
35005,Chaves,New Mexico,33.36406072,-104.4665365,"Chaves, New Mexico, US",1258002,59357,1596,678,37376,64615,10.8,6381,15656,28.43202780376955,69.75894488259145,8744,US
35006,Cibola,New Mexico,34.91131525,-107.998876,"Cibola, New Mexico, US",1258002,13791,418,136,10261,26675,6.0,4745,3975,53.29664158148939,44.64787150398742,2815,US
35007,Colfax,New Mexico,36.60569702,-104.6472674,"Colfax, New Mexico, US",1258002,11113,130,106,5876,11941,3.7,2611,3271,43.40093085106383,54.371675531914896,722,US
35009,Curry,New Mexico,34.57421077,-103.3468876,"Curry, New Mexico, US",1258002,41907,3690,846,21255,48954,34.4,4307,10444,28.52128998079597,69.1609827163764,5042,US
35011,De Baca,New Mexico,34.34274529,-104.4117842,"De Baca, New Mexico, US",1258002,1610,18,4,803,1748,0.9,231,656,25.638179800221977,72.8079911209767,134,US
35013,Dona Ana,New Mexico,32.35275771,-106.8329387,"Dona Ana, New Mexico, US",1258002,200368,5844,2732,150033,218195,55.0,47957,32802,58.03051753972,39.69216248593313,23899,US
35015,Eddy,New Mexico,32.47167456,-104.3053527,"Eddy, New Mexico, US",1258002,54204,1446,480,29548,58460,12.9,5424,17454,23.357161312548445,75.16148479889759,6670,US
35017,Grant,New Mexico,32.73911281,-108.3827845,"Grant, New Mexico, US",1258002,25052,452,190,13608,26998,7.4,7590,6553,52.58053342570143,45.39660547280914,1622,US
35019,Guadalupe,New Mexico,34.86319296,-104.790669,"Guadalupe, New Mexico, US",1258002,3886,176,50,3382,4300,1.5,1234,917,56.37277295568753,41.89127455459114,377,US
35021,Harding,New Mexico,35.85751555,-103.8220938,"Harding, New Mexico, US",1258002,593,4,0,293,625,0.3,179,319,35.445544554455445,63.16831683168317,9,US
35023,Hidalgo,New Mexico,31.91383467,-108.7151824,"Hidalgo, New Mexico, US",1258002,3968,80,30,2434,4198,1.4,823,1120,41.6919959473151,56.73758865248227,355,US
35025,Lea,New Mexico,32.79215361,-103.4123733,"Lea, New Mexico, US",1258002,64894,3406,456,42705,71070,14.7,4061,16531,19.41390190266756,79.02763170475188,8203,US
35027,Lincoln,New Mexico,33.74526079,-105.4586166,"Lincoln, New Mexico, US",1258002,17987,224,122,6727,19572,4.2,3194,6942,30.991655346400155,67.35882010479332,1591,US
35028,Los Alamos,New Mexico,35.86631386,-106.3134985,"Los Alamos, New Mexico, US",1258002,17026,314,1310,3574,19369,164.4,7554,4278,61.44960546652567,34.8002928495892,501,US
35029,Luna,New Mexico,32.18179341,-107.7508826,"Luna, New Mexico, US",1258002,21954,442,234,16096,23709,8.5,3563,4408,43.97136862890287,54.3996050845366,3239,US
35031,McKinley,New Mexico,35.5800772,-108.262245,"McKinley, New Mexico, US",1258002,11603,508,674,10148,71367,13.1,18029,7801,68.06992373329305,29.453296080948427,12141,US
35033,Mora,New Mexico,36.01095101,-104.9497716,"Mora, New Mexico, US",1258002,4214,56,26,3672,4521,2.5,1745,903,64.96649292628443,33.61876396128071,168,US
35035,Otero,New Mexico,32.61348406,-105.7417604,"Otero, New Mexico, US",1258002,55803,3274,866,26034,67490,9.6,8485,14521,35.997624199227864,61.605362521742826,3638,US
35037,Quay,New Mexico,35.10403332,-103.5481727,"Quay, New Mexico, US",1258002,7504,198,98,3797,8253,3.1,1170,2634,30.20914020139427,68.00929512006196,428,US
35039,Rio Arriba,New Mexico,36.51072137,-106.6931674,"Rio Arriba, New Mexico, US",1258002,29825,348,280,27668,38921,6.9,10990,5408,66.0933365407746,32.52345441424104,3479,US
35041,Roosevelt,New Mexico,34.02097406,-103.4799493,"Roosevelt, New Mexico, US",1258002,16789,648,262,8000,18500,8.1,1802,4634,27.26997578692493,70.12711864406779,1867,US
35045,San Juan,New Mexico,36.50838318,-108.320437,"San Juan, New Mexico, US",1258002,67029,1128,662,25534,123958,23.6,18083,32874,34.57949286725054,62.863808467510616,13764,US
35047,San Miguel,New Mexico,35.48014807,-104.8163562,"San Miguel, New Mexico, US",1258002,24802,606,380,21162,27277,6.2,7888,3421,68.40690313069118,29.66785187754748,1315,US
35043,Sandoval,New Mexico,35.68862401,-106.8687803,"Sandoval, New Mexico, US",1258002,114797,4306,1966,58613,146748,35.5,40588,34174,53.01324416812518,44.635720070008624,11407,US
35049,Santa Fe,New Mexico,35.50708973,-105.9774716,"Santa Fe, New Mexico, US",1258002,136268,2038,1970,76529,150358,75.5,62530,18329,76.04558113515026,22.29073175477641,9873,US
35051,Sierra,New Mexico,33.13028233,-107.1925893,"Sierra, New Mexico, US",1258002,9904,108,76,3342,10791,2.9,2265,3542,38.09924306139613,59.57947855340623,710,US
35053,Socorro,New Mexico,34.00715494,-106.9298354,"Socorro, New Mexico, US",1258002,13104,284,256,8283,16637,2.7,3722,3255,51.98324022346369,45.460893854748605,1244,US
35055,Taos,New Mexico,36.58006022,-105.6310198,"Taos, New Mexico, US",1258002,28749,306,258,18501,32723,15.0,13121,3715,76.36924509632735,21.622722775158607,1618,US
35057,Torrance,New Mexico,34.64048375,-105.8508949,"Torrance, New Mexico, US",1258002,13890,474,70,6770,15461,4.9,2344,4772,32.19338003021563,65.54044774069496,682,US
35059,Union,New Mexico,36.48126404,-103.4709624,"Union, New Mexico, US",1258002,3692,168,38,1748,4059,1.2,383,1388,21.40860816098379,77.58524315259922,245,US
35061,Valencia,New Mexico,34.71669834,-106.8103733,"Valencia, New Mexico, US",1258002,67837,1596,520,46873,76688,71.8,14263,17364,44.18936084518388,53.7968212659169,6419,US
36001,Albany,New York,42.60060306,-73.97723916,"Albany, New York, US",9421951,231538,40862,20378,19102,305506,581.9,99474,51081,64.29000756170545,33.013630458808095,22696,US
36003,Allegany,New York,42.25748406,-78.02750466,"Allegany, New York, US",9421951,44048,806,532,784,46091,47.6,6048,14135,28.94472361809045,67.647762622637,3041,US
36005,Bronx,New York,40.85209301,-73.86282755,"Bronx, New York, US",9421951,634280,576654,62784,799580,1418207,32903.3,355374,67740,82.18659155085928,15.666086184288122,165792,US
36007,Broome,New York,42.15903158,-75.81326086,"Broome, New York, US",9421951,163473,12048,8406,8476,190488,284.2,47010,43800,50.28130147389137,46.84792607012215,16650,US
36009,Cattaraugus,New York,42.24778241,-78.67923096,"Cattaraugus, New York, US",9421951,69919,1364,616,1635,76117,61.4,11879,22155,33.92255411502656,63.26746244788395,4827,US
36011,Cayuga,New York,42.91261714,-76.55731592,"Cayuga, New York, US",9421951,70523,5152,416,2401,76576,115.7,16149,19512,43.93090315560392,53.079434167573446,5623,US
36013,Chautauqua,New York,42.2276921,-79.36691763,"Chautauqua, New York, US",9421951,118719,4152,788,9864,126903,127.2,23087,34853,38.6264012046177,58.311862138196425,7950,US
36015,Chemung,New York,42.13891056,-76.7638805,"Chemung, New York, US",9421951,73687,6766,1214,2700,83456,218.1,16636,21922,41.89267457379568,55.20384780035759,6861,US
36017,Chenango,New York,42.49430041,-75.60887553,"Chenango, New York, US",9421951,45526,574,274,1087,47207,56.5,8290,13482,36.98086273810055,60.141856626667256,2835,US
36019,Clinton,New York,44.74530905,-73.67875352,"Clinton, New York, US",9421951,74189,5714,932,2402,80485,79.1,18364,16514,51.53071246176727,46.33947863175913,4222,US
36021,Columbia,New York,42.24819348,-73.63089095,"Columbia, New York, US",9421951,53519,3608,1090,2989,59461,99.4,20386,14464,56.9743718733406,40.42368854978899,3695,US
36023,Cortland,New York,42.59509207,-76.07048931,"Cortland, New York, US",9421951,44958,1106,384,1354,47581,98.9,10369,10789,47.36433400328888,49.28284304768865,3418,US
36025,Delaware,New York,42.19837623,-74.96709306,"Delaware, New York, US",9421951,41905,1200,426,1761,44135,33.3,9143,13387,39.62468579353385,58.01768223975037,1952,US
36027,Dutchess,New York,41.7648606,-73.74356679,"Dutchess, New York, US",9421951,238334,37208,10378,37960,294218,373.9,81443,66872,53.62007781998697,44.02688805640961,26230,US
36029,Erie,New York,42.76249024,-78.73063652,"Erie, New York, US",9421951,728560,118876,34456,52969,918702,881.4,267174,197527,56.03634327278218,41.42877217709376,74496,US
36031,Essex,New York,44.11630765,-73.77297842,"Essex, New York, US",9421951,34849,1820,258,1112,36885,21.9,9947,8976,51.088854648176685,46.10169491525424,1447,US
36033,Franklin,New York,44.59040891,-74.29926032,"Franklin, New York, US",9421951,42053,6180,248,1811,50022,31.7,9253,9668,47.646755921730175,49.783728115345006,2310,US
36035,Fulton,New York,43.11363907,-74.41798804,"Fulton, New York, US",9421951,50769,1548,322,1861,53383,112.1,7931,15378,32.94699235626454,63.88334995014955,3788,US
36037,Genesee,New York,43.0022601,-78.19135193,"Genesee, New York, US",9421951,53204,2190,372,1989,57280,121.9,9625,18876,32.70361183785804,64.13645475858787,4798,US
36039,Greene,New York,42.275797,-74.12384884,"Greene, New York, US",9421951,42377,4470,662,2954,47188,76.1,10346,14271,40.8609794628752,56.36255924170616,2976,US
36041,Hamilton,New York,43.66146647,-74.49721957,"Hamilton, New York, US",9421951,4248,62,24,87,4416,2.8,1178,2225,33.76325594726283,63.77185439954142,294,US
36043,Herkimer,New York,43.42034246,-74.96145307,"Herkimer, New York, US",9421951,58879,1038,316,1414,61319,45.7,9937,18870,33.61637347767253,63.83626522327469,4776,US
36045,Jefferson,New York,44.04200959,-75.94653457,"Jefferson, New York, US",9421951,96096,9488,1964,8561,109834,91.6,17307,25629,39.21910761630674,58.07745473498153,5231,US
36047,Kings,New York,40.6361825,-73.94935552,"Kings, New York, US",9421951,1274321,768538,312042,483679,2559903,35369.2,703310,202772,76.4151763402073,22.03133488341772,247752,US
36049,Lewis,New York,43.7844157,-75.44903992,"Lewis, New York, US",9421951,25583,216,98,463,26296,21.3,3824,8894,29.334151580239336,68.22644983123658,2332,US
36051,Livingston,New York,42.72596275,-77.77966158,"Livingston, New York, US",9421951,58827,2810,728,2451,62914,103.5,12477,18182,39.41432903714935,57.43618903209502,3814,US
36053,Madison,New York,42.91653905,-75.67266639,"Madison, New York, US",9421951,67118,1522,614,1654,70941,112.2,14807,18408,43.21193019319442,53.720889511469096,4116,US
36055,Monroe,New York,43.14638895,-77.69322942,"Monroe, New York, US",9421951,569934,111716,26170,68088,741770,1132.6,225746,145661,58.864821029520286,37.98210686338165,56881,US
36057,Montgomery,New York,42.90123494,-74.44011632,"Montgomery, New York, US",9421951,45751,1726,402,7404,49221,124.6,7977,12745,37.545890991245415,59.98776240233455,3619,US
36059,Nassau,New York,40.74066522,-73.58941873,"Nassau, New York, US",9421951,995821,166980,143386,237225,1356924,4704.8,396504,326716,53.69997927865335,44.24833653633888,168246,US
36061,New York,New York,40.7672726,-73.97152637,"New York, New York, US",9421951,1051724,269030,184688,416759,1628706,69468.4,603040,85185,85.97600530364055,12.144909146641384,124020,US
36063,Niagara,New York,43.19898042,-78.74777412,"Niagara, New York, US",9421951,183207,15036,2174,6970,209281,414.4,46029,56068,43.89315888848626,53.46632845726928,16639,US
36065,Oneida,New York,43.24375382,-75.43710392,"Oneida, New York, US",9421951,196567,18648,9090,14083,228671,193.7,41567,57180,40.87378067967275,56.226400251730645,20856,US
36067,Onondaga,New York,43.00491923,-76.19971155,"Onondaga, New York, US",9421951,368250,52398,16974,23802,460528,600.0,138894,90619,58.93179908861791,38.44903812699948,34328,US
36069,Ontario,New York,42.85145728,-77.30874425,"Ontario, New York, US",9421951,102638,3150,1402,5614,109777,167.6,29025,29039,48.30656569859366,48.329866023133896,6354,US
36071,Orange,New York,41.40337468,-74.30240757,"Orange, New York, US",9421951,307278,51466,11132,83002,384940,459.3,84684,84996,48.8641412538588,49.04417068174605,43483,US
36073,Orleans,New York,43.2516977,-78.2320066,"Orleans, New York, US",9421951,36377,2780,242,2066,40352,109.6,5587,12126,30.50671617341924,66.21164136726001,2603,US
36075,Oswego,New York,43.42778894,-76.14635194,"Oswego, New York, US",9421951,112376,1584,642,3218,117124,128.3,21143,32138,38.54554072777656,58.5903886822723,6633,US
36077,Otsego,New York,42.63492579,-75.03151402,"Otsego, New York, US",9421951,55935,1580,744,2286,59493,62.2,12975,14382,45.97314247245154,50.95843815327924,2937,US
36079,Putnam,New York,41.42630093,-73.74965532,"Putnam, New York, US",9421951,89771,4076,1972,16126,98320,432.9,24953,29283,45.108283018185766,52.93575328102968,9563,US
36081,Queens,New York,40.71088124,-73.81684712,"Queens, New York, US",9421951,1078155,428096,584388,634934,2253858,20553.6,569038,212665,71.62233259240426,26.767216531696747,247653,US
36083,Rensselaer,New York,42.71348136,-73.51089874,"Rensselaer, New York, US",9421951,136812,12446,4692,8260,158714,244.4,40969,36500,51.23558690377929,45.64668217403266,10053,US
36085,Richmond,New York,40.58582155,-74.14808598,"Richmond, New York, US",9421951,354562,51556,50790,88638,476143,8030.3,90997,123320,41.76109114773358,56.59502797167495,66184,US
36087,Rockland,New York,41.15027894,-74.02560498,"Rockland, New York, US",9421951,253660,40770,19068,59937,325789,1795.9,75802,73186,50.07365521432676,48.34556516339567,43718,US
36091,Saratoga,New York,43.10904162,-73.86653895,"Saratoga, New York, US",9421951,213628,4918,6388,7771,229863,271.1,68471,61305,51.26763305280182,45.902093503848576,13449,US
36093,Schenectady,New York,42.81668777,-74.05278291,"Schenectady, New York, US",9421951,120338,19430,7538,11540,155299,756.6,42465,30741,56.33382417320014,40.780833366498186,11854,US
36095,Schoharie,New York,42.58831742,-74.4433903,"Schoharie, New York, US",9421951,29655,520,224,1065,30999,52.7,5345,9903,33.80771663504111,62.63757115749525,1417,US
36097,Schuyler,New York,42.39184015,-76.8773299,"Schuyler, New York, US",9421951,17157,200,90,363,17807,55.9,3903,5621,39.83059495866925,57.3629962241045,934,US
36099,Seneca,New York,42.78081007,-76.82497064,"Seneca, New York, US",9421951,31097,3128,264,1257,34016,108.9,6914,8329,43.98778470543326,52.99020231581626,1793,US
36089,St. Lawrence,New York,44.4976179,-75.06550039,"St. Lawrence, New York, US",9421951,100997,4408,1106,2594,107740,41.8,19361,24608,42.77067179181302,54.36189718779685,5941,US
36101,Steuben,New York,42.2689144,-77.3829924,"Steuben, New York, US",9421951,90374,2004,1596,1626,95379,71.2,15790,29474,33.94530914094075,63.36314386447673,5949,US
36103,Suffolk,New York,40.88320119,-72.8012172,"Suffolk, New York, US",9421951,1243639,125650,61138,298429,1476601,1637.4,368000,375821,48.556691917026114,49.588653567795305,183206,US
36105,Sullivan,New York,41.71579493,-74.76394559,"Sullivan, New York, US",9421951,63554,8596,1432,12656,75432,80.1,15489,18665,44.08801093020608,53.12820220881248,5576,US
36107,Tioga,New York,42.16852837,-76.30835812,"Tioga, New York, US",9421951,46476,600,356,1005,48203,98.6,9634,14791,38.27572506952722,58.76440206595153,3145,US
36109,Tompkins,New York,42.44945765,-76.47229843,"Tompkins, New York, US",9421951,82928,4562,10914,5519,102180,214.0,33619,11096,73.00859972202919,24.09659485753996,3913,US
36111,Ulster,New York,41.89027881,-74.26252104,"Ulster, New York, US",9421951,155067,14834,3428,18838,177573,162.3,57970,37590,59.05664221678892,38.29462102689487,12058,US
36113,Warren,New York,43.56173026,-73.8433699,"Warren, New York, US",9421951,61045,1108,534,1803,63944,75.8,17642,17699,48.47502335549816,48.631642578447,3199,US
36115,Washington,New York,43.31153794,-73.43043448,"Washington, New York, US",9421951,57616,3874,304,1801,61204,76.1,11565,15941,40.92936013590034,56.41633635334088,2691,US
36117,Wayne,New York,43.15494365,-77.02976528,"Wayne, New York, US",9421951,83988,3192,596,4220,89918,155.3,17456,26204,38.76440674202216,58.19102396127113,4862,US
36119,Westchester,New York,41.16278376,-73.75741653,"Westchester, New York, US",9421951,708026,150326,57602,247170,967506,2204.7,312371,144713,67.57401057834792,31.305203725136018,120316,US
36121,Wyoming,New York,42.70145109,-78.22199579,"Wyoming, New York, US",9421951,36761,4272,196,1321,39859,71.1,5073,13898,26.03808448390905,71.33398347277114,3085,US
36123,Yates,New York,42.63505484,-77.10369919,"Yates, New York, US",9421951,24110,268,114,568,24913,75.0,4219,6208,39.10826844642195,57.54542083796811,1060,US
38001,Adams,North Dakota,46.09686891,-102.5285397,"Adams, North Dakota, US",413386,2077,26,38,35,2216,2.4,258,981,20.33096926713948,77.30496453900709,268,US
38003,Barnes,North Dakota,46.93579637,-98.06605978,"Barnes, North Dakota, US",413386,9816,244,102,230,10415,7.4,1820,3568,32.70440251572327,64.11500449236298,1338,US
38005,Benson,North Dakota,48.0683985,-99.35916363,"Benson, North Dakota, US",413386,2839,26,24,278,6832,4.8,822,1094,41.917389087200405,55.78786333503315,1036,US
38007,Billings,North Dakota,47.02366884,-103.3762965,"Billings, North Dakota, US",413386,872,2,64,24,928,0.7,72,541,11.338582677165354,85.19685039370079,53,US
38009,Bottineau,North Dakota,48.79106111,-100.8378166,"Bottineau, North Dakota, US",413386,5838,58,24,141,6282,3.9,821,2575,23.653125900316912,74.18611351195621,705,US
38011,Bowman,North Dakota,46.11285362,-103.5203343,"Bowman, North Dakota, US",413386,2901,10,4,165,3024,2.7,228,1395,13.759806879903442,84.18829209414605,399,US
38013,Burke,North Dakota,48.79094471,-102.5182117,"Burke, North Dakota, US",413386,2016,18,14,63,2115,1.8,137,994,11.861471861471864,86.06060606060606,232,US
38015,Burleigh,North Dakota,46.97847375,-100.4645214,"Burleigh, North Dakota, US",413386,86440,2870,832,2634,95626,49.8,14348,34744,28.27025003448072,68.45703702244202,14928,US
38017,Cass,North Dakota,46.93201724,-97.2444719,"Cass, North Dakota, US",413386,157704,12030,6268,5135,181923,84.9,40311,42619,46.84438659895645,49.52645462679976,22822,US
38019,Cavalier,North Dakota,48.77286211,-98.46685243,"Cavalier, North Dakota, US",413386,3604,24,10,54,3762,2.7,474,1499,23.465346534653463,74.20792079207921,425,US
38021,Dickey,North Dakota,46.11017712,-98.5049008,"Dickey, North Dakota, US",413386,4661,58,16,168,4872,4.7,608,1742,25.08250825082508,71.86468646864687,769,US
38023,Divide,North Dakota,48.8149387,-103.4873611,"Divide, North Dakota, US",413386,2114,78,34,65,2264,1.6,265,904,22.04658901830283,75.20798668885192,173,US
38025,Dunn,North Dakota,47.35423935,-102.6160468,"Dunn, North Dakota, US",413386,3727,82,80,249,4424,1.8,342,1951,14.627887082976905,83.44739093242087,368,US
38027,Eddy,North Dakota,47.71701474,-98.90432337,"Eddy, North Dakota, US",413386,2117,16,10,99,2287,3.8,383,854,30.37272006344171,67.72402854877082,462,US
38029,Emmons,North Dakota,46.28398398,-100.2389766,"Emmons, North Dakota, US",413386,3123,8,14,37,3241,2.4,237,1738,11.79691388750622,86.51070184171229,409,US
38031,Foster,North Dakota,47.4571084,-98.88279923,"Foster, North Dakota, US",413386,3102,16,12,74,3210,5.3,373,1362,20.97862767154106,76.6029246344207,571,US
