State,County,ICU Beds
Pennsylvania,Clarion,7
Pennsylvania,Clearfield,27
Pennsylvania,Clinton,10
Pennsylvania,Columbia,22
Pennsylvania,Crawford,16
Pennsylvania,Cumberland,45
Pennsylvania,Dauphin,142
Pennsylvania,Delaware,100
Pennsylvania,Elk,0
Pennsylvania,Erie,88
Pennsylvania,Fayette,15
Pennsylvania,Forest,0
Pennsylvania,Franklin,24
Pennsylvania,Fulton,0
Pennsylvania,Greene,0
Pennsylvania,Huntingdon,7
Pennsylvania,Indiana,12
Pennsylvania,Jefferson,5
Pennsylvania,Juniata,0
Pennsylvania,Lackawanna,51
Pennsylvania,Lancaster,64
Pennsylvania,Lawrence,18
Pennsylvania,Lebanon,18
Pennsylvania,Lehigh,143
Pennsylvania,Luzerne,71
Pennsylvania,Lycoming,32
Pennsylvania,McKean,5
Pennsylvania,Mercer,45
Pennsylvania,Mifflin,10
Pennsylvania,Monroe,44
Pennsylvania,Montgomery,215
Pennsylvania,Montour,42
Pennsylvania,Northampton,64
Pennsylvania,Northumberland,6
Pennsylvania,Perry,0
Pennsylvania,Philadelphia,528
Pennsylvania,Pike,0
Pennsylvania,Potter,4
Pennsylvania,Schuylkill,16
Pennsylvania,Snyder,0
Pennsylvania,Somerset,14
Pennsylvania,Sullivan,0
Pennsylvania,Susquehanna,4
Pennsylvania,Tioga,6
Pennsylvania,Union,12
Pennsylvania,Venango,8
Pennsylvania,Warren,6
Pennsylvania,Washington,50
Pennsylvania,Wayne,8
Pennsylvania,Westmoreland,51
Pennsylvania,Wyoming,6
Pennsylvania,York,60
Rhode Island,Bristol,0
Rhode Island,Kent,15
Rhode Island,Newport,10
Rhode Island,Providence,237
Rhode Island,Washington,17
South Carolina,Abbeville,6
South Carolina,Aiken,35
South Carolina,Allendale,0
South Carolina,Anderson,40
South Carolina,Bamberg,0
South Carolina,Barnwell,0
South Carolina,Beaufort,24
South Carolina,Berkeley,0
South Carolina,Calhoun,0
South Carolina,Charleston,221
South Carolina,Cherokee,12
South Carolina,Chester,6
South Carolina,Chesterfield,6
South Carolina,Clarendon,6
South Carolina,Colleton,8
South Carolina,Darlington,12
South Carolina,Dillon,6
South Carolina,Dorchester,0
South Carolina,Edgefield,0
South Carolina,Fairfield,0
South Carolina,Florence,98
South Carolina,Georgetown,10
South Carolina,Greenville,137
South Carolina,Greenwood,30
South Carolina,Hampton,6
South Carolina,Horry,100
South Carolina,Jasper,4
South Carolina,Kershaw,10
South Carolina,Lancaster,20
South Carolina,Laurens,8
South Carolina,Lee,0
South Carolina,Lexington,55
South Carolina,McCormick,0
South Carolina,Marion,10
South Carolina,Marlboro,0
South Carolina,Newberry,7
South Carolina,Oconee,12
South Carolina,Orangeburg,20
South Carolina,Pickens,15
South Carolina,Richland,211
South Carolina,Saluda,0
South Carolina,Spartanburg,39
South Carolina,Sumter,17
South Carolina,Union,6
South Carolina,Williamsburg,4
South Carolina,York,24
South Dakota,Aurora,0
South Dakota,Beadle,6
South Dakota,Bennett,0
South Dakota,Bon Homme,0
South Dakota,Brookings,0
South Dakota,Brown,10
South Dakota,Brule,0
South Dakota,Buffalo,0
South Dakota,Butte,0
South Dakota,Campbell,0
South Dakota,Charles Mix,0
South Dakota,Clark,0
South Dakota,Clay,0
South Dakota,Codington,8
South Dakota,Corson,0
South Dakota,Custer,0
South Dakota,Davison,8
South Dakota,Day,0
South Dakota,Deuel,0
South Dakota,Dewey,0
South Dakota,Douglas,0
South Dakota,Edmunds,0
South Dakota,Fall River,0
South Dakota,Faulk,0
South Dakota,Grant,0
South Dakota,Gregory,0
South Dakota,Haakon,0
South Dakota,Hamlin,0
South Dakota,Hand,0
South Dakota,Hanson,0
South Dakota,Harding,0
South Dakota,Hughes,6
South Dakota,Hutchinson,0
South Dakota,Hyde,0
South Dakota,Jackson,0
South Dakota,Jerauld,0
South Dakota,Jones,0
South Dakota,Kingsbury,0
South Dakota,Lake,0
South Dakota,Lawrence,5
South Dakota,Lincoln,0
South Dakota,Lyman,0
South Dakota,McCook,0
South Dakota,McPherson,0
South Dakota,Marshall,0
South Dakota,Meade,3
South Dakota,Mellette,0
South Dakota,Miner,0
South Dakota,Minnehaha,54
South Dakota,Moody,0
South Dakota,Oglala Lakota,0
South Dakota,Pennington,38
South Dakota,Perkins,0
South Dakota,Potter,0
South Dakota,Roberts,0
South Dakota,Sanborn,0
South Dakota,Spink,0
South Dakota,Stanley,0
South Dakota,Sully,0
South Dakota,Todd,0
South Dakota,Tripp,0
South Dakota,Turner,0
South Dakota,Union,0
South Dakota,Walworth,4
South Dakota,Yankton,10
South Dakota,Ziebach,0
Tennessee,Anderson,25
Tennessee,Bedford,8
Tennessee,Benton,0
Tennessee,Bledsoe,0
Tennessee,Blount,16
Tennessee,Bradley,27
Tennessee,Campbell,10
Tennessee,Cannon,0
Tennessee,Carroll,6
Tennessee,Carter,8
Tennessee,Cheatham,0
Tennessee,Chester,0
Tennessee,Claiborne,5
Tennessee,Clay,0
Tennessee,Cocke,5
Tennessee,Coffee,14
Tennessee,Crockett,0
Tennessee,Cumberland,12
Tennessee,Davidson,614
Tennessee,Decatur,0
Tennessee,DeKalb,4
Tennessee,Dickson,6
Tennessee,Dyer,10
Tennessee,Fayette,0
Tennessee,Fentress,0
Tennessee,Franklin,10
Tennessee,Gibson,3
Tennessee,Giles,6
Tennessee,Grainger,0
Tennessee,Greene,6
Tennessee,Grundy,0
Tennessee,Hamblen,20
Tennessee,Hamilton,215
Tennessee,Hancock,0
Tennessee,Hardeman,0
Tennessee,Hardin,0
Tennessee,Hawkins,6
Tennessee,Haywood,0
Tennessee,Henderson,0
Tennessee,Henry,6
Tennessee,Hickman,0
Tennessee,Houston,0
Tennessee,Humphreys,0
Tennessee,Jackson,0
Tennessee,Jefferson,6
Tennessee,Johnson,0
Tennessee,Knox,254
Tennessee,Lake,0
Tennessee,Lauderdale,0
Tennessee,Lawrence,6
Tennessee,Lewis,0
Tennessee,Lincoln,7
Tennessee,Loudon,5
Tennessee,McMinn,4
Tennessee,McNairy,0
Tennessee,Macon,0
Tennessee,Madison,76
Tennessee,Marion,0
Tennessee,Marshall,0
Tennessee,Maury,65
Tennessee,Meigs,0
Tennessee,Monroe,0
Tennessee,Montgomery,21
Tennessee,Moore,0
Tennessee,Morgan,0
Tennessee,Obion,7
Tennessee,Overton,6
Tennessee,Perry,0
Tennessee,Pickett,0
Tennessee,Polk,0
Tennessee,Putnam,38
Tennessee,Rhea,3
Tennessee,Roane,6
Tennessee,Robertson,8
Tennessee,Rutherford,78
Tennessee,Scott,0
Tennessee,Sequatchie,0
Tennessee,Sevier,16
Tennessee,Shelby,277
Tennessee,Smith,2
Tennessee,Stewart,0
Tennessee,Sullivan,103
Tennessee,Sumner,38
Tennessee,Tipton,7
Tennessee,Trousdale,0
Tennessee,Unicoi,0
Tennessee,Union,0
Tennessee,Van Buren,0
Tennessee,Warren,8
Tennessee,Washington,76
Tennessee,Wayne,0
Tennessee,Weakley,6
Tennessee,White,4
Tennessee,Williamson,28
Tennessee,Wilson,12
Texas,Anderson,10
Texas,Andrews,0
Texas,Angelina,29
Texas,Aransas,0
Texas,Archer,0
Texas,Armstrong,0
Texas,Atascosa,6
Texas,Austin,0
Texas,Bailey,0
Texas,Bandera,0
Texas,Bastrop,0
Texas,Baylor,27
Texas,Bee,8
Texas,Bell,90
Texas,Bexar,648
Texas,Blanco,0
Texas,Borden,0
Texas,Bosque,0
Texas,Bowie,82
Texas,Brazoria,16
Texas,Brazos,48
Texas,Brewster,3
Texas,Briscoe,0
Texas,Brooks,0
Texas,Brown,12
Texas,Burleson,0
Texas,Burnet,12
Texas,Caldwell,0
Texas,Calhoun,6
Texas,Callahan,0
Texas,Cameron,104
Texas,Camp,0
Texas,Carson,0
Texas,Cass,0
Texas,Castro,0
Texas,Chambers,0
Texas,Cherokee,0
Texas,Childress,0
Texas,Clay,0
Texas,Cochran,0
Texas,Coke,0
Texas,Coleman,0
Texas,Collin,195
Texas,Collingsworth,0
Texas,Colorado,4
Texas,Comal,12
Texas,Comanche,0
Texas,Concho,0
Texas,Cooke,5
Texas,Coryell,4
Texas,Cottle,0
Texas,Crane,0
Texas,Crockett,0
Texas,Crosby,0
Texas,Culberson,0
Texas,Dallam,0
Texas,Dallas,614
Texas,Dawson,0
Texas,Deaf Smith,0
Texas,Delta,0
Texas,Denton,81
Texas,DeWitt,0
Texas,Dickens,0
Texas,Dimmit,0
Texas,Donley,0
Texas,Duval,0
Texas,Eastland,0
Texas,Ector,50
Texas,Edwards,0
Texas,Ellis,18
Texas,El Paso,203
Texas,Erath,5
Texas,Falls,0
Texas,Fannin,2
Texas,Fayette,0
Texas,Fisher,0
Texas,Floyd,0
Texas,Foard,0
Texas,Fort Bend,128
Texas,Franklin,0
Texas,Freestone,0
Texas,Frio,0
Texas,Gaines,0
Texas,Galveston,26
Texas,Garza,0
Texas,Gillespie,10
Texas,Glasscock,0
Texas,Goliad,0
Texas,Gonzales,0
Texas,Gray,8
Texas,Grayson,62
Texas,Gregg,66
Texas,Grimes,0
Texas,Guadalupe,9
Texas,Hale,5
Texas,Hall,0
Texas,Hamilton,0
Texas,Hansford,0
Texas,Hardeman,0
Texas,Hardin,0
Texas,Harris,918
Texas,Harrison,0
Texas,Hartley,0
Texas,Haskell,0
Texas,Hays,42
Texas,Hemphill,0
Texas,Henderson,10
Texas,Hidalgo,271
Texas,Hill,5
Texas,Hockley,0
Texas,Hood,12
Texas,Hopkins,10
Texas,Houston,0
Texas,Howard,8
Texas,Hudspeth,0
Texas,Hunt,23
Texas,Hutchinson,4
Texas,Irion,0
Texas,Jack,0
Texas,Jackson,0
Texas,Jasper,6
Texas,Jeff Davis,0
Texas,Jefferson,88
Texas,Jim Hogg,0
Texas,Jim Wells,8
Texas,Johnson,35
Texas,Jones,0
Texas,Karnes,0
Texas,Kaufman,8
Texas,Kendall,0
Texas,Kenedy,0
Texas,Kent,0
Texas,Kerr,12
Texas,Kimble,0
Texas,King,0
Texas,Kinney,0
Texas,Kleberg,10
Texas,Knox,0
Texas,Lamar,20
Texas,Lamb,0
Texas,Lampasas,0
Texas,La Salle,0
Texas,Lavaca,3
Texas,Lee,0
Texas,Leon,0
Texas,Liberty,0
Texas,Limestone,6
Texas,Lipscomb,0
Texas,Live Oak,0
Texas,Llano,0
Texas,Loving,0
Texas,Lubbock,267
Texas,Lynn,0
Texas,McCulloch,0
Texas,McLennan,54
Texas,McMullen,0
Texas,Madison,0
Texas,Marion,0
Texas,Martin,0
Texas,Mason,0
Texas,Matagorda,6
Texas,Maverick,10
Texas,Medina,0
Texas,Menard,0
Texas,Midland,48
Texas,Milam,0
Texas,Mills,0
Texas,Mitchell,0
Texas,Montague,0
Texas,Montgomery,97
Texas,Moore,3
Texas,Morris,0
Texas,Motley,0
Texas,Nacogdoches,27
Texas,Navarro,9
Texas,Newton,0
Texas,Nolan,5
Texas,Nueces,115
Texas,Ochiltree,0
Texas,Oldham,0
Texas,Orange,0
Texas,Palo Pinto,8
Texas,Panola,0
Texas,Parker,20
Texas,Parmer,0
Texas,Pecos,0
Texas,Polk,8
Texas,Potter,99
Texas,Presidio,0
Texas,Rains,0
Texas,Randall,0
Texas,Reagan,0
Texas,Real,0
Texas,Red River,0
Texas,Reeves,0
Texas,Refugio,0
Texas,Roberts,0
Texas,Robertson,0
Texas,Rockwall,6
Texas,Runnels,0
Texas,Rusk,0
Texas,Sabine,0
Texas,San Augustine,0
Texas,San Jacinto,0
Texas,San Patricio,0
Texas,San Saba,0
Texas,Schleicher,0
Texas,Scurry,0
Texas,Shackelford,0
Texas,Shelby,0
Texas,Sherman,0
Texas,Smith,194
Texas,Somervell,0
Texas,Starr,0
Texas,Stephens,0
Texas,Sterling,0
Texas,Stonewall,0
Texas,Sutton,0
Texas,Swisher,0
Texas,Tarrant,409
Texas,Taylor,110
Texas,Terrell,0
Texas,Terry,0
Texas,Throckmorton,0
Texas,Titus,8
Texas,Tom Green,29
Texas,Travis,294
Texas,Trinity,0
Texas,Tyler,0
Texas,Upshur,0
Texas,Upton,0
Texas,Uvalde,6
Texas,Val Verde,7
Texas,Van Zandt,0
Texas,Victoria,43
Texas,Walker,6
Texas,Waller,0
Texas,Ward,0
Texas,Washington,5
Texas,Webb,56
Texas,Wharton,4
Texas,Wheeler,0
Texas,Wichita,24
Texas,Wilbarger,0
Texas,Willacy,0
Texas,Williamson,90
Texas,Wilson,4
Texas,Winkler,0
Texas,Wise,21
Texas,Wood,0
Texas,Yoakum,0
Texas,Young,0
Texas,Zapata,0
Texas,Zavala,0
Utah,Beaver,0
Utah,Box Elder,0
Utah,Cache,14
Utah,Carbon,6
Utah,Daggett,0
Utah,Davis,22
Utah,Duchesne,4
Utah,Emery,0
Utah,Garfield,0
Utah,Grand,0
Utah,Iron,6
Utah,Juab,0
Utah,Kane,0
Utah,Millard,0
Utah,Morgan,0
Utah,Piute,0
Utah,Rich,0
Utah,Salt Lake,282
Utah,San Juan,1
Utah,Sanpete,0
Utah,Sevier,0
Utah,Summit,4
Utah,Tooele,4
Utah,Uintah,4
Utah,Utah,122
Utah,Wasatch,0
Utah,Washington,32
Utah,Wayne,0
Utah,Weber,64
Vermont,Addison,0
Vermont,Bennington,10
Vermont,Caledonia,4
Vermont,Chittenden,46
Vermont,Essex,0
Vermont,Franklin,0
Vermont,Grand Isle,0
Vermont,Lamoille,0
Vermont,Orange,2
Vermont,Orleans,5
Vermont,Rutland,13
Vermont,Washington,14
Vermont,Windham,0
Vermont,Windsor,0
Virginia,Accomack,10
Virginia,Albemarle,12
Virginia,Alleghany,10
Virginia,Amelia,0
Virginia,Amherst,0
Virginia,Appomattox,0
Virginia,Arlington,32
Virginia,Augusta,12
Virginia,Bath,0
Virginia,Bedford,6
Virginia,Bland,0
Virginia,Botetourt,0
Virginia,Brunswick,0
Virginia,Buchanan,12
Virginia,Buckingham,0
Virginia,Campbell,0
Virginia,Caroline,0
Virginia,Carroll,0
Virginia,Charles City,0
Virginia,Charlotte,0
Virginia,Chesterfield,106
Virginia,Clarke,0
Virginia,Craig,0
Virginia,Culpeper,6
Virginia,Cumberland,0
Virginia,Dickenson,0
Virginia,Dinwiddie,0
Virginia,Essex,7
Virginia,Fairfax,178
Virginia,Fauquier,8
Virginia,Floyd,0
Virginia,Fluvanna,0
Virginia,Franklin,4
Virginia,Frederick,0
Virginia,Giles,0
Virginia,Gloucester,7
Virginia,Goochland,0
Virginia,Grayson,0
Virginia,Greene,0
Virginia,Greensville,0
Virginia,Halifax,12
Virginia,Hanover,24
Virginia,Henrico,53
Virginia,Henry,0
Virginia,Highland,0
Virginia,Isle of Wight,0
Virginia,James City,26
Virginia,King and Queen,0
Virginia,King George,0
Virginia,King William,0
Virginia,Lancaster,0
Virginia,Lee,0
Virginia,Loudoun,33
Virginia,Louisa,0
Virginia,Lunenburg,0
Virginia,Madison,0
Virginia,Mathews,0
Virginia,Mecklenburg,10
Virginia,Middlesex,0
Virginia,Montgomery,22
Virginia,Nelson,0
Virginia,New Kent,0
Virginia,Northampton,0
Virginia,Northumberland,0
Virginia,Nottoway,0
Virginia,Orange,0
Virginia,Page,0
Virginia,Patrick,0
Virginia,Pittsylvania,0
Virginia,Powhatan,0
Virginia,Prince Edward,8
Virginia,Prince George,0
Virginia,Prince William,24
Virginia,Pulaski,8
Virginia,Rappahannock,0
Virginia,Richmond,0
Virginia,Roanoke,0
Virginia,Rockbridge,0
Virginia,Rockingham,0
Virginia,Russell,5
Virginia,Scott,0
Virginia,Shenandoah,0
Virginia,Smyth,4
Virginia,Southampton,0
Virginia,Spotsylvania,12
Virginia,Stafford,4
Virginia,Surry,0
Virginia,Sussex,0
Virginia,Tazewell,12
Virginia,Warren,8
Virginia,Washington,14
Virginia,Westmoreland,0
Virginia,Wise,8
Virginia,Wythe,6
Virginia,York,0
Virginia,Alexandria City,40
Virginia,Bristol City,0
Virginia,Buena Vista City,0
Virginia,Charlottesville City,25
Virginia,Chesapeake City,28
Virginia,Colonial Heights City,0
Virginia,Covington City,0
Virginia,Danville City,34
Virginia,Emporia City,7
Virginia,Fairfax City,0
Virginia,Falls Church City,0
Virginia,Franklin City,8
Virginia,Fredericksburg City,26
Virginia,Galax City,10
Virginia,Hampton City,24
Virginia,Harrisonburg City,34
Virginia,Hopewell City,17
Virginia,Lexington City,0
Virginia,Lynchburg City,49
Virginia,Manassas City,11
Virginia,Manassas Park City,0
Virginia,Martinsville City,0
Virginia,Newport News City,88
Virginia,Norfolk City,113
Virginia,Norton City,11
Virginia,Petersburg City,28
Virginia,Poquoson City,0
Virginia,Portsmouth City,22
Virginia,Radford City,0
Virginia,Richmond City,159
Virginia,Roanoke City,71
Virginia,Salem City,36
Virginia,Staunton City,0
Virginia,Suffolk City,12
Virginia,Virginia Beach City,50
Virginia,Waynesboro City,0
Virginia,Williamsburg City,0
Virginia,Winchester City,48
Washington,Adams,0
Washington,Asotin,0
Washington,Benton,44
Washington,Chelan,20
Washington,Clallam,19
Washington,Clark,90
Washington,Columbia,0
Washington,Cowlitz,18
Washington,Douglas,0
Washington,Ferry,0
Washington,Franklin,0
Washington,Garfield,0
Washington,Grant,0
Washington,Grays Harbor,0
Washington,Island,6
Washington,Jefferson,6
Washington,King,450
Washington,Kitsap,20
Washington,Kittitas,6
Washington,Klickitat,0
Washington,Lewis,6
Washington,Lincoln,0
Washington,Mason,6
Washington,Okanogan,0
Washington,Pacific,0
Washington,Pend Oreille,0
Washington,Pierce,189
Washington,San Juan,0
Washington,Skagit,18
Washington,Skamania,0
Washington,Snohomish,72
Washington,Spokane,113
Washington,Stevens,0
Washington,Thurston,72
Washington,Wahkiakum,0
Washington,Walla Walla,28
Washington,Whatcom,24
Washington,Whitman,6
Washington,Yakima,52
West Virginia,Barbour,0
West Virginia,Berkeley,20
West Virginia,Boone,0
West Virginia,Braxton,0
West Virginia,Brooke,0
West Virginia,Cabell,88
West Virginia,Calhoun,0
West Virginia,Clay,0
West Virginia,Doddridge,0
West Virginia,Fayette,3
West Virginia,Gilmer,0
West Virginia,Grant,3
West Virginia,Greenbrier,12
West Virginia,Hampshire,0
West Virginia,Hancock,10
West Virginia,Hardy,0
West Virginia,Harrison,20
West Virginia,Jackson,0
West Virginia,Jefferson,5
West Virginia,Kanawha,156
West Virginia,Lewis,6
West Virginia,Lincoln,0
West Virginia,Logan,12
West Virginia,McDowell,7
West Virginia,Marion,14
West Virginia,Marshall,9
West Virginia,Mason,5
West Virginia,Mercer,29
West Virginia,Mineral,4
West Virginia,Mingo,6
West Virginia,Monongalia,119
West Virginia,Monroe,0
West Virginia,Morgan,0
West Virginia,Nicholas,0
West Virginia,Ohio,37
West Virginia,Pendleton,0
West Virginia,Pleasants,0
West Virginia,Pocahontas,0
West Virginia,Preston,0
West Virginia,Putnam,0
West Virginia,Raleigh,43
West Virginia,Randolph,0
West Virginia,Ritchie,0
West Virginia,Roane,0
West Virginia,Summers,0
West Virginia,Taylor,0
West Virginia,Tucker,0
West Virginia,Tyler,0
West Virginia,Upshur,4
West Virginia,Wayne,0
West Virginia,Webster,0
West Virginia,Wetzel,5
West Virginia,Wirt,0
West Virginia,Wood,36
West Virginia,Wyoming,0
Wisconsin,Adams,0
Wisconsin,Ashland,0
Wisconsin,Barron,5
Wisconsin,Bayfield,0
Wisconsin,Brown,60
Wisconsin,Buffalo,0
Wisconsin,Burnett,0
Wisconsin,Calumet,0
Wisconsin,Chippewa,6
Wisconsin,Clark,0
Wisconsin,Columbia,10
Wisconsin,Crawford,0
Wisconsin,Dane,39
Wisconsin,Dodge,10
Wisconsin,Door,4
Wisconsin,Douglas,0
Wisconsin,Dunn,0
Wisconsin,Eau Claire,48
Wisconsin,Florence,0
Wisconsin,Fond du Lac,15
Wisconsin,Forest,0
Wisconsin,Grant,0
Wisconsin,Green,6
Wisconsin,Green Lake,5
Wisconsin,Iowa,0
Wisconsin,Iron,0
Wisconsin,Jackson,0
Wisconsin,Jefferson,4
Wisconsin,Juneau,0
Wisconsin,Kenosha,27
Wisconsin,Kewaunee,0
Wisconsin,La Crosse,52
Wisconsin,Lafayette,0
Wisconsin,Langlade,4
Wisconsin,Lincoln,0
Wisconsin,Manitowoc,16
Wisconsin,Marathon,52
Wisconsin,Marinette,10
Wisconsin,Marquette,0
Wisconsin,Menominee,0
Wisconsin,Milwaukee,381
Wisconsin,Monroe,0
Wisconsin,Oconto,0
Wisconsin,Oneida,20
Wisconsin,Outagamie,64
Wisconsin,Ozaukee,46
Wisconsin,Pepin,0
Wisconsin,Pierce,0
Wisconsin,Polk,3
Wisconsin,Portage,12
Wisconsin,Price,4
Wisconsin,Racine,33
Wisconsin,Richland,4
Wisconsin,Rock,33
Wisconsin,Rusk,4
Wisconsin,St. Croix,0
Wisconsin,Sauk,10
Wisconsin,Sawyer,0
Wisconsin,Shawano,0
Wisconsin,Sheboygan,13
Wisconsin,Taylor,0
Wisconsin,Trempealeau,0
Wisconsin,Vernon,0
Wisconsin,Vilas,10
Wisconsin,Walworth,16
Wisconsin,Washburn,0
Wisconsin,Washington,12
Wisconsin,Waukesha,64
Wisconsin,Waupaca,4
Wisconsin,Waushara,0
Wisconsin,Winnebago,26
Wisconsin,Wood,27
Wyoming,Albany,4
Wyoming,Big Horn,0
Wyoming,Campbell,14
Wyoming,Carbon,6
Wyoming,Converse,0
Wyoming,Crook,0
Wyoming,Fremont,12
Wyoming,Goshen,0
Wyoming,Hot Springs,0
Wyoming,Johnson,0
Wyoming,Laramie,15
Wyoming,Lincoln,0
Wyoming,Natrona,14
Wyoming,Niobrara,0
Wyoming,Park,4
Wyoming,Platte,0
Wyoming,Sheridan,11
Wyoming,Sublette,0
Wyoming,Sweetwater,10
Wyoming,Teton,6
Wyoming,Uinta,6
Wyoming,Washakie,0
Wyoming,Weston,0
